REP68,3575271.912,6422992.302
REP69,3575281.175,6423018.726
REP70,3575247.622,6423030.487
REP71,3575255.561,6423053.136
REP72,3575260.659,6423055.588
REP73,3575290.437,6423045.149
REP74,3575314.729,6423006.963
REP75,3575322.669,6423029.612
REP76,3575320.217,6423034.710
REP77,3575262.650,6422965.878
REP78,3575292.429,6422955.439
REP79,3575297.527,6422957.891
REP80,3575305.467,6422980.540
REP81,3575337.768,6423024.319
REP82,3575342.866,6423026.771
REP83,3575372.644,6423016.332
REP84,3575363.382,6422989.909
REP85,3575329.828,6423001.671
REP86,3575320.566,6422975.247
REP87,3575354.119,6422963.485
REP88,3575344.857,6422937.061
REP89,3575315.078,6422947.500
REP90,3575312.627,6422952.598
REP91,3575402.424,6423005.893
REP92,3575404.876,6423000.795
REP93,3575396.936,6422978.146
REP94,3575387.674,6422951.723
REP95,3575379.734,6422929.074
REP96,3575374.636,6422926.622
REP97,3575371.795,6422906.425
REP98,3575369.343,6422911.523
REP99,3575339.564,6422921.962
REP100,3575328.978,6422891.764
REP101,3575362.532,6422880.002
REP102,3575354.593,6422857.353
REP103,3575346.654,6422834.704
REP104,3575341.556,6422832.252
REP105,3575311.776,6422842.691
REP106,3575321.038,6422869.115
REP107,3575281.998,6422853.130
REP108,3575279.546,6422858.228
REP109,3575287.485,6422880.877
REP110,3575295.425,6422903.526
REP111,3575304.687,6422929.949
REP112,3575309.785,6422932.401
REP113,3575289.588,6422935.242
REP114,3575287.137,6422940.340
REP115,3575257.357,6422950.779
REP116,3575248.094,6422924.355
REP117,3575227.578,6422961.218
REP118,3575222.480,6422958.766
REP119,3575214.541,6422936.117
REP120,3575238.832,6422897.932
REP121,3575281.649,6422912.593
REP122,3575272.386,6422886.170
REP123,3575264.447,6422863.521
REP124,3575259.349,6422861.069
REP125,3575229.569,6422871.508
REP126,3575199.791,6422881.947
REP127,3575197.339,6422887.045
REP128,3575205.278,6422909.694
REP129,3575182.240,6422892.338
REP130,3575177.142,6422889.886
REP131,3575147.362,6422900.325
REP132,3575156.625,6422926.749
REP133,3575190.179,6422914.987
REP134,3575199.442,6422941.410
REP135,3575165.887,6422953.173
REP136,3575175.150,6422979.596
REP137,3575204.930,6422969.157
REP138,3575207.381,6422964.059
REP139,3575117.584,6422910.764
REP140,3575115.132,6422915.862
REP141,3575123.071,6422938.511
REP142,3575132.334,6422964.934
REP143,3575140.273,6422987.583
REP144,3575145.371,6422990.035
REP145,3575125.174,6422992.876
REP146,3575122.723,6422997.974
REP147,3575092.943,6423008.413
REP148,3575083.680,6422981.989
REP149,3575117.235,6422970.227
REP150,3575107.972,6422943.804
REP151,3575074.418,6422955.566
REP152,3575100.033,6422921.155
REP153,3575094.935,6422918.703
REP154,3575065.155,6422929.142
REP155,3575035.377,6422939.581
REP156,3575032.925,6422944.679
REP157,3575040.864,6422967.328
REP158,3575050.127,6422993.751
REP159,3575063.164,6423018.852
REP160,3575058.066,6423016.400
REP161,3575042.967,6423021.693
REP162,3575040.516,6423026.791
REP163,3575010.736,6423037.230
REP164,3575001.473,6423010.806
REP165,3575035.028,6422999.044
REP166,3575025.765,6422972.621
REP167,3574992.211,6422984.383
REP168,3575017.826,6422949.971
REP169,3575012.728,6422947.520
REP170,3574982.948,6422957.959
REP171,3574950.718,6422973.496
REP172,3574953.170,6422968.398
REP173,3574958.658,6422996.145
REP174,3574967.920,6423022.568
REP175,3574975.859,6423045.217
REP176,3574980.957,6423047.668
REP177,3574960.760,6423050.510
REP178,3574958.309,6423055.608
REP179,3574928.529,6423066.047
REP180,3574919.266,6423039.623
REP181,3574952.821,6423027.861
REP182,3574943.558,6423001.438
REP183,3574910.004,6423013.200
REP184,3574935.619,6422978.788
REP185,3574930.521,6422976.337
REP186,3574900.741,6422986.776
REP187,3574871.951,6422996.868
REP188,3574869.229,6423002.050
REP189,3574875.560,6423025.274
REP190,3574884.109,6423051.947
REP191,3574892.194,6423074.545
REP192,3574897.316,6423076.988
REP193,3574867.732,6422981.393
REP194,3574862.905,6422978.857
REP195,3574824.842,6422839.238
REP196,3574827.764,6422834.927
REP197,3574879.016,6422829.104
REP198,3574884.313,6422832.427
REP199,3574927.680,6422956.140
REP200,3574925.228,6422961.238
REP201,3574947.877,6422953.299
REP202,3574942.779,6422950.847
REP203,3574933.563,6422924.556
REP204,3574967.116,6422912.794
REP205,3574977.655,6422942.860
REP206,3575007.435,6422932.421
REP207,3575009.887,6422927.323
REP208,3575000.670,6422901.031
REP209,3574990.131,6422870.965
REP210,3574956.576,6422882.728
REP211,3574923.023,6422894.489
REP212,3574912.481,6422864.415
REP213,3574946.034,6422852.654
REP214,3574979.589,6422840.891
REP215,3574973.086,6422822.341
REP216,3574967.788,6422819.018
REP217,3574903.269,6422826.348
REP218,3574900.618,6422830.574
REP219,3574989.391,6422820.488
REP220,3574992.042,6422816.262
REP221,3575009.845,6422814.239
REP222,3575033.661,6422811.533
REP223,3575056.561,6422808.931
REP224,3575061.859,6422812.254
REP225,3575074.892,6422849.434
REP226,3575050.005,6422858.157
REP227,3575041.337,6422861.196
REP228,3575027.951,6422865.888
REP229,3575007.784,6422872.958
REP230,3575017.046,6422899.381
REP231,3575024.986,6422922.030
REP232,3575030.084,6422924.482
REP233,3575059.862,6422914.043
REP234,3575089.642,6422903.604
REP235,3575092.094,6422898.506
REP236,3575084.154,6422875.857
REP237,3575050.600,6422887.620
REP238,3575107.193,6422893.213
REP239,3575112.291,6422895.665
REP240,3575142.069,6422885.226
REP241,3575132.807,6422858.803
REP242,3575116.028,6422864.684
REP243,3575099.253,6422870.564
REP244,3575078.164,6422810.402
REP245,3575080.815,6422806.175
REP246,3575094.955,6422804.569
REP247,3575113.074,6422802.510
REP248,3575129.403,6422800.655
REP249,3575131.061,6422800.074
REP250,3575144.062,6422795.516
REP251,3575149.159,6422797.968
REP252,3575166.361,6422847.040
REP253,3575149.586,6422852.921
REP254,3575174.300,6422869.689
REP255,3575171.849,6422874.787
REP256,3575194.498,6422866.848
REP257,3575189.400,6422864.396
REP258,3575181.460,6422841.747
REP259,3575164.258,6422792.675
REP260,3575166.710,6422787.577
REP261,3575179.710,6422783.020
REP262,3575198.235,6422835.867
REP263,3575215.014,6422829.986
REP264,3575196.488,6422777.139
REP265,3575213.268,6422771.257
REP266,3575231.792,6422824.104
REP267,3575226.269,6422766.700
REP268,3575231.366,6422769.151
REP269,3575248.568,6422818.223
REP270,3575254.056,6422845.970
REP271,3575256.507,6422840.872
REP272,3575224.276,6422856.409
REP273,3575276.705,6422838.031
REP274,3575271.607,6422835.579
REP275,3575263.667,6422812.930
REP276,3575297.220,6422801.169
REP277,3575306.483,6422827.592
REP278,3575336.263,6422817.153
REP279,3575338.714,6422812.055
REP280,3575330.775,6422789.406
REP281,3575321.513,6422762.983
REP282,3575313.573,6422740.334
REP283,3575308.475,6422737.883
REP284,3575278.695,6422748.322
REP285,3575287.958,6422774.745
REP286,3575254.405,6422786.507
REP287,3575246.465,6422763.858
REP288,3575248.917,6422758.760
